NO LON-DEG LON-MIN LON-SEC LON-EW LAT-DEG LAT-MIN LAT-SEC LAT-NS CITY_NAME CNTRY_NAME POP
2339 88° 20' 02.4052" E 22° 32' 38.4035" N Kolkata India 4631392
2340 89° 49' 59.8887" E 27° 37' 59.8907" N Punakha Bhutan -999
2341 8° 14' 56.4160" E 50° 00' 07.2074" N Mainz Germany 184997
2342 6° 10' 00.1250" E 49° 52' 59.8834" N Diekirch Luxembourg 6242
2343 6° 19' 59.8815" E 49° 41' 59.9929" N Grevenmacher Luxembourg 3958
2344 89° 40' 01.2016" E 27° 26' 34.7925" N Thimphu Bhutan 98676
2345 5° 49' 00.1211" E 49° 40' 59.8909" N Arlon Belgium 26179
2346 89° 55' 00.1071" E 27° 25' 59.8654" N Wangdue-Prodrang Bhutan -999
2347 89° 31' 00.1215" E 27° 22' 59.8837" N Paro Bhutan 2169
2348 6° 07' 12.0015" E 49° 36' 28.8001" N Luxembourg Luxembourg 76684
2349 88° 37' 01.1905" E 27° 19' 44.4144" N Gangtok India 30700
2350 7° 02' 42.0088" E 49° 16' 19.2108" N Saarbrucken Germany 181227
2351 87° 55' 33.6154" E 26° 54' 28.8072" N Ilam Nepal 17491
2352 6° 10' 40.7867" E 48° 41' 09.6144" N Nancy France 105334
2353 7° 46' 04.7978" E 48° 34' 58.7965" N Strasbourg France 274845
2354 87° 16' 59.8669" E 26° 27' 00.0035" N Biratnagar Nepal 182324
2355 9° 21' 43.1942" E 47° 25' 22.7927" N Saint-Gallen Switzerland 70572
2356 9° 16' 59.8883" E 47° 22' 59.8762" N Herisau Switzerland 15438
2357 79° 05' 20.8009" E 21° 09' 20.7034" N Nagpur India 2228018
2358 9° 25' 00.1212" E 47° 19' 59.8944" N Appenzell Switzerland 5649
2359 9° 31' 15.6049" E 47° 08' 34.7963" N Vaduz Liechtenstein 5197
2360 85° 50' 05.9944" E 20° 15' 50.4145" N Bhubaneshwar India 762243
2361 9° 32' 05.9868" E 46° 51' 25.1893" N Chur Switzerland 32429
2362 83° 19' 48.0047" E 17° 44' 59.9927" N Vishakhapatnam India 1063178
2363 9° 01' 11.9944" E 46° 11' 49.2001" N Bellinzona Switzerland 16572
2364 80° 14' 52.7871" E 13° 03' 43.1892" N Chennai India 4328063
2365 79° 50' 13.2085" E 11° 55' 58.8034" N Pondicherry India 227411
2366 72° 37' 59.3412" E 10° 33' 03.4275" N Kavaratti India 10688
2367 11° 07' 12.0160" E 46° 04' 04.8110" N Trento Italy 104946
2368 78° 07' 18.2219" E 9° 54' 50.3494" N Madurai India 909908
2369 9° 11' 23.9975" E 45° 28' 22.8146" N Milan Italy 1306661
2370 8° 37' 58.7941" E 47° 42' 21.6108" N Schaffhausen Switzerland 33863
2371 76° 57' 07.1939" E 8° 30' 14.4035" N Trivandrum India 784153
2372 9° 06' 28.8012" E 47° 34' 04.7895" N Frauenfeld Switzerland 21979
2373 76° 16' 49.5064" E 9° 58' 12.5583" N Cochin India 604696
2374 9° 46' 00.1251" E 47° 31' 00.1091" N Bregenz Austria 26928
2375 72° 50' 59.9867" E 20° 24' 58.9140" N Daman India 39737
2376 8° 32' 02.3943" E 47° 24' 03.6074" N Zurich Switzerland 341730
2377 8° 29' 13.2014" E 47° 10' 44.3962" N Zug Switzerland 23435
2378 73° 00' 06.4452" E 20° 11' 29.5621" N Silvassa India 27359
2379 9° 04' 00.1179" E 47° 03' 00.0070" N Glarus Switzerland 5681
2380 8° 38' 52.8052" E 47° 01' 11.9854" N Schwyz Switzerland 14177
2381 72° 49' 33.6084" E 19° 04' 37.2107" N Mumbai India 12691836
2382 8° 38' 16.8087" E 46° 52' 44.4074" N Altdorf Switzerland 8678
2383 73° 51' 08.1807" E 18° 32' 08.6748" N Pune India 2935744
2384 78° 29' 06.0156" E 17° 23' 42.0069" N Hyderabad India 3597816
2385 6° 50' 59.9975" E 61° 10' 59.8657" N Hermansverk Norway -999
2386 73° 49' 04.8015" E 15° 29' 31.1890" N Panaji India 65586
2387 6° 26' 27.6119" E 60° 37' 48.0110" N Vossavangen Norway 5571
2388 5° 41' 45.5076" E 58° 58' 24.0455" N Stavanger Norway 173132
2389 77° 35' 15.8331" E 12° 58' 29.1037" N Bangalore India 5104047
2390 8° 45' 57.6014" E 58° 27' 53.1214" N Arendal Norway 30916
2391 74° 50' 34.8050" E 12° 52' 08.4036" N Mangalore India 417387
2392 7° 55' 40.8050" E 58° 12' 03.6071" N Kristiansand Norway 63814
2393 81° 13' 58.8047" E 8° 34' 08.3963" N Trincomalee Sri-Lanka 108420
2394 9° 55' 55.2157" E 57° 02' 05.9928" N Alborg Denmark 122219
2395 80° 22' 59.9860" E 8° 21' 00.0073" N Anuradhapura Sri-Lanka 60943
2396 9° 25' 01.1906" E 56° 27' 10.8145" N Viborg Denmark 34831
2397 79° 49' 33.6155" E 8° 01' 58.8145" N Puttalan Sri-Lanka 45661
2398 10° 11' 59.9905" E 59° 41' 59.9891" N Drammen Norway 90722
2399 80° 38' 13.2119" E 7° 17' 02.3893" N Kandy Sri-Lanka 111701
2400 10° 28' 55.2121" E 61° 07' 11.9964" N Lillehammer Norway 19096
2401 11° 04' 08.4050" E 60° 49' 12.0071" N Hamar Norway 29479
2402 81° 03' 21.5940" E 6° 59' 05.9964" N Badulla Sri-Lanka 42230
2403 79° 50' 52.8014" E 6° 55' 37.2105" N Colombo Sri-Lanka 648034
2404 10° 42' 43.1941" E 59° 56' 16.8073" N Oslo Norway 580000
2405 80° 23' 09.6084" E 6° 41' 34.8111" N Ratnapura Sri-Lanka 47832
2406 10° 40' 08.3872" E 59° 25' 58.8108" N Moss Norway 34492
2407 80° 13' 04.7977" E 6° 01' 58.7891" N Galle Sri-Lanka 93118
2408 10° 25' 15.6047" E 59° 15' 50.4035" N Tonsberg Norway 44959
2409 104° 43' 00.1247" E 17° 22' 59.8874" N Nakhom-Phanom Thailand 34595
2410 9° 36' 53.9907" E 59° 12' 25.2142" N Skien Norway -999
2411 105° 40' 19.1908" E 18° 40' 08.3894" N Vinh Vietnam -999
2412 14° 20' 03.2868" E 67° 14' 26.9123" N Bodo Norway 34073
2413 105° 55' 00.1139" E 18° 21' 00.0036" N Ha-Tinh Vietnam -999
2414 11° 29' 56.4122" E 64° 00' 50.4110" N Steinkjer Norway 11113
2415 106° 37' 26.3974" E 17° 27' 50.3857" N Dong-Hoi Vietnam 31040
2416 14° 39' 00.0086" E 63° 10' 59.8910" N Ostersund Sweden 42940
2417 104° 48' 00.6672" E 17° 23' 49.1028" N Muang-Khammouan Laos 26200
2418 14° 49' 19.2047" E 56° 53' 02.3855" N Vaxjo Sweden 59600
2419 16° 22' 08.4083" E 56° 40' 01.1895" N Kalmar Sweden 34744
2420 104° 09' 03.5907" E 17° 09' 46.7998" N Sakon-Nakhon Thailand 76237
2421 15° 38' 16.8158" E 58° 24' 07.1961" N Linkoping Sweden 96732
2422 134° 29' 30.0491" E 7° 20' 26.2173" N Koror Palau -999
2423 14° 10' 40.7904" E 57° 47' 09.6110" N Jonkoping Sweden 83202
2424 125° 36' 49.2638" E 7° 04' 48.3027" N Davao Philippines 1212504
2425 15° 38' 49.2158" E 60° 36' 46.8069" N Falun Sweden 36477
2426 11° 20' 50.0508" E 59° 54' 48.5494" N Baerum Norway -999
2427 124° 50' 59.9939" E 1° 29' 00.0062" N Manado Indonesia 451893
2428 16° 33' 32.4049" E 59° 37' 01.1963" N Vasteras Sweden 107194
2429 132° 26' 42.0301" E 34° 22' 40.8074" N Hiroshima Japan 62370
2430 132° 46' 29.9761" E 33° 50' 05.9858" N Matsuyama Japan -999
2431 13° 30' 39.5942" E 59° 23' 16.8109" N Karlstad Sweden 59266
2432 15° 13' 44.3980" E 59° 16' 48.0105" N Orebro Sweden 98573
2433 13° 49' 40.7871" E 58° 42' 18.0071" N Mariestad Sweden 14891
2434 103° 20' 34.8159" E 21° 44' 24.0141" N Luan-Chau Vietnam -999
2435 12° 19' 48.0016" E 58° 21' 46.8073" N Vannersborg Sweden -999
2436 102° 05' 59.9871" E 21° 40' 59.8941" N Phongsali Laos -999
2437 11° 47' 34.7905" E 57° 44' 27.6111" N Goteborg Sweden 515252
2438 103° 54' 36.0158" E 21° 19' 40.8074" N Son-La Vietnam 19054
2439 12° 51' 17.9904" E 56° 39' 43.2070" N Halmstad Sweden 55657
2440 22° 13' 12.0051" E 65° 34' 44.4145" N Lulea Sweden 45551
2441 101° 25' 00.1140" E 20° 57' 00.0071" N Louang-Namtha Laos 3225
2442 104° 01' 59.8960" E 20° 25' 00.1126" N Xam-Nua Laos 38992
2443 20° 15' 07.1943" E 63° 49' 26.4144" N Umea Sweden 74005
2444 21° 36' 32.4012" E 63° 05' 38.3856" N Vaasa Finland -999
2445 102° 08' 31.1975" E 19° 53' 02.3890" N Louangphrabang Laos 47378
2446 17° 56' 02.4124" E 62° 38' 02.3889" N Harnosand Sweden 17016
2447 130° 55' 59.8672" E 33° 56' 59.9925" N Shimonoseki Japan 245786
2448 17° 10' 58.7942" E 60° 40' 44.3963" N Gavle Sweden 68635
2449 96° 05' 02.4012" E 21° 58' 33.6072" N Mandalay Myanmar 1208099
2450 95° 57' 43.1869" E 21° 52' 47.9963" N Sagaing Myanmar 78739
2451 22° 15' 32.3939" E 60° 26' 56.4143" N Turku Finland 175945
2452 97° 02' 16.8014" E 20° 46' 55.1964" N Taunggyi Myanmar 160115
2453 19° 56' 56.4154" E 60° 05' 49.1859" N Mariehamn Finland 10682
2454 17° 38' 49.2083" E 59° 51' 14.3858" N Uppsala Sweden 127734
2455 99° 49' 58.8156" E 19° 54' 21.6071" N Chang-Rai Thailand 78756
2456 97° 12' 21.6121" E 19° 39' 54.0001" N Loikaw Myanmar 17293
2457 17° 00' 54.0156" E 58° 45' 50.3895" N Nykoping Sweden 27582
2458 97° 58' 08.3870" E 19° 18' 03.6143" N Mae-Hong-Son Thailand 9109
2459 18° 17' 59.9905" E 57° 38' 06.0037" N Visby Sweden 21970
2460 96° 29' 52.8015" E 17° 19' 40.7889" N Pegu Myanmar 244376
2461 99° 10' 37.2124" E 10° 29' 34.8037" N Chumphon Thailand 55835
2462 17° 59' 29.2215" E 59° 19' 52.2048" N Stockholm Sweden 1253309
2463 98° 38' 16.8083" E 9° 57' 43.2037" N Ranong Thailand 24561
2464 15° 48' 43.2048" E 50° 12' 21.5859" N Hradec-Kralove Czech-Republic 95195
2465 99° 20' 02.3974" E 9° 08' 05.9997" N Surat-Thani Thailand 127201
2466 98° 32' 02.3939" E 8° 27' 03.6001" N Phangnga Thailand 9676
2467 14° 27' 25.1903" E 50° 06' 21.5890" N Prague Czech-Republic 1165581
2468 98° 23' 06.0118" E 7° 52' 37.1926" N Phuket Thailand 89072
2469 95° 20' 00.0144" E 5° 33' 59.9834" N Banda-Aceh Indonesia 250757
2470 16° 36' 57.5943" E 49° 12' 10.7998" N Brno Czech-Republic 369559
2471 101° 04' 33.6122" E 4° 35' 27.5965" N Ipoh Malaysia 673318
2472 14° 28' 40.8119" E 48° 58' 26.4144" N Ceske-Budejovice Czech-Republic 95245
2473 98° 40' 33.6012" E 3° 35' 05.9894" N Medan Indonesia 1750971
2474 14° 17' 38.3942" E 48° 17' 52.7855" N Linz Austria 181162
2475 100° 18' 39.6122" E 5° 21' 50.4000" N Pinang Malaysia 178304
2476 16° 31' 59.8702" E 47° 49' 59.8763" N Eisenstadt Austria -999
2477 99° 57' 53.9942" E 8° 25' 19.2072" N Nakhon-Si-Thammarat Thailand 120836
2478 16° 19' 15.5224" E 48° 12' 07.6285" N Vienna Austria 1569316
2479 98° 54' 43.1943" E 8° 03' 07.2109" N Krabi Thailand 31219
2480 13° 23' 02.3974" E 49° 44' 45.5892" N Plzen Czech-Republic 164180
2481 100° 04' 51.5975" E 7° 36' 53.9961" N Phatthalung Thailand 43522
2482 99° 36' 53.9903" E 7° 32' 56.4074" N Trang Thailand 66713
2483 11° 32' 34.6214" E 48° 08' 27.5028" N Munich Germany 1260391
2484 100° 35' 34.8010" E 7° 11' 49.2105" N Songkhla Thailand -999
2485 13° 03' 07.1941" E 47° 48' 28.8000" N Salzburg Austria 150269
2486 100° 04' 00.1141" E 6° 37' 00.1238" N Satun Thailand 34544
2487 11° 20' 59.9979" E 47° 15' 54.0106" N Innsbruck Austria 112467
2488 100° 11' 23.9943" E 6° 25' 58.8070" N Kangar Malaysia 63869
2489 100° 21' 43.1904" E 6° 06' 39.6001" N Alor-Setar Malaysia 217368
2490 13° 46' 37.2082" E 45° 38' 42.0107" N Trieste Italy 211184
2491 12° 22' 14.5789" E 45° 25' 29.1829" N Venice Italy 270816
2492 91° 49' 30.0084" E 22° 19' 47.9964" N Chittagong Bangladesh 3920222
2493 94° 55' 04.7869" E 20° 08' 24.0072" N Magway Myanmar 96954
2494 14° 25' 59.8814" E 45° 19' 59.8691" N Rijeka Croatia 141172
2495 92° 53' 42.0119" E 20° 08' 20.4107" N Sittwe Myanmar 177743
2496 96° 07' 29.5946" E 16° 52' 20.0206" N Rangoon Myanmar 4477638
2497 16° 37' 19.2048" E 47° 14' 09.5855" N Szombathely Hungary 79534
2498 15° 25' 51.6156" E 47° 03' 53.9853" N Graz Austria 222326
2499 97° 37' 00.1214" E 16° 50' 59.9929" N Pa-an Myanmar -999
2500 16° 50' 23.9979" E 46° 50' 38.4034" N Zalaegerszeg Hungary 61898
2501 94° 43' 55.2083" E 16° 46' 26.4071" N Bassein Myanmar 237089
2502 14° 18' 14.3907" E 46° 37' 04.8074" N Klagenfurt Austria 90610
2503 97° 38' 42.1165" E 16° 29' 33.6477" N Moulmein Myanmar 438861
2504 98° 12' 07.1906" E 14° 05' 02.4038" N Tavoy Myanmar 136783
2505 14° 38' 22.5866" E 46° 04' 05.8797" N Ljubljana Slovenia 255115
2506 92° 45' 29.9857" E 11° 40' 03.2304" N Port-Blair India 112050
2507 15° 57' 50.4086" E 45° 48' 25.2110" N Zagreb Croatia 698966
2508 99° 54' 14.3868" E 19° 09' 32.4070" N Phayao Thailand 21058
2509 13° 19' 39.2497" E 52° 30' 58.5681" N Berlin Germany 3426354
2510 12° 55' 12.0154" E 52° 23' 42.0108" N Potsdam Germany 145292
2511 99° 00' 00.0011" E 18° 47' 13.1857" N Chiang-Mai Thailand 200952
2512 11° 36' 32.4049" E 52° 07' 47.9927" N Magdeburg Germany 229826
2513 100° 47' 05.9907" E 18° 46' 33.5927" N Nan Thailand 24670
2514 99° 04' 26.3939" E 18° 30' 10.8038" N Lamphun Thailand -999
2515 12° 23' 53.0752" E 51° 20' 57.5843" N Leipzig Germany 504971
2516 99° 29' 02.4088" E 18° 17' 31.1856" N Lampang Thailand 156139
2517 100° 09' 46.7944" E 18° 09' 00.0111" N Phrae Thailand 38538
2518 13° 42' 18.0084" E 51° 02' 45.6074" N Dresden Germany 486854
2519 100° 06' 10.8156" E 17° 37' 22.7965" N Uttaradit Thailand 58313
2520 11° 25' 00.1144" E 53° 37' 59.8943" N Schwerin Germany 96641
2521 99° 44' 59.9906" E 17° 00' 46.7891" N Sukhothai Thailand -999
2522 99° 07' 11.9903" E 16° 52' 40.7894" N Tak Thailand 24149
2523 12° 19' 00.1141" E 55° 55' 59.8763" N Hillerod Denmark 28313
2524 12° 07' 00.1216" E 55° 38' 59.9894" N Roskilde Denmark 44285
2525 101° 09' 32.4050" E 16° 25' 08.3892" N Phetchabun Thailand 50656
2526 100° 01' 33.6011" E 15° 22' 44.4074" N Uthai-Thani Thailand 22219
2527 13° 01' 22.8012" E 55° 35' 45.5890" N Malmo Sweden 261548
2528 100° 07' 33.5980" E 15° 10' 44.4142" N Chainat Thailand 15469
2529 11° 34' 00.1251" E 55° 25' 58.7928" N Soro Denmark 7167
2530 100° 24' 03.6120" E 14° 53' 13.1962" N Sing-Buri Thailand 20046
2531 11° 52' 19.1979" E 54° 46' 22.8037" N Nykobing Denmark 5596
2532 12° 32' 59.9870" E 55° 43' 11.9963" N Copenhagen Denmark 1153615
2533 14° 43' 00.1251" E 55° 07' 00.1271" N Ronne Denmark 13890
2534 100° 37' 08.4051" E 14° 47' 49.1964" N Thahanbok-Lop-Buri Thailand -999
2535 15° 17' 45.6160" E 56° 12' 10.8075" N Karlskrona Sweden 32309
2536 100° 26' 59.9978" E 14° 34' 59.8908" N Ang-Thong Thailand -999
2537 100° 07' 44.3869" E 14° 28' 15.6035" N Supham-Buri Thailand 53399
2538 14° 09' 57.6015" E 56° 01' 44.3857" N Kristianstad Sweden 32188
2539 100° 33' 39.5871" E 14° 20' 38.4073" N Phra-Nakhon-Si-Ayutthaya Thailand 81962
2540 100° 15' 57.6123" E 16° 48' 46.7965" N Phitsanulok Thailand 103427
