ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
364,Inhambane,Mozambique,Provincial capital,MZ,73884,6,50;000 to 99;999
365,Blantyre,Malawi,Provincial capital,MI,584877,3,500;000 to 999;999
366,Vanimo,Papua New Guinea,Provincial capital,PP,11204,7,Less than 50;000
367,Kuantan New Port,Malaysia,Other,MY,366229,4,250;000 to 499;999
368,Taejon,South Korea,Provincial capital,KS,1475221,2,1;000;000 to 4;999;999
369,Tsumeb,Namibia,Provincial capital,WA,12190,7,Less than 50;000
370,Phan Thiet,Vietnam,Provincial capital,VM,160652,5,100;000 to 249;999
371,Quelimane,Mozambique,Provincial capital,MZ,188964,5,100;000 to 249;999
372,Otavi,Namibia,Provincial capital,WA,4562,7,Less than 50;000
373,Chonju,South Korea,Provincial capital,KS,711424,3,500;000 to 999;999
374,Kuala Terengganu,Malaysia,Provincial capital,MY,285065,4,250;000 to 499;999
375,Wewak,Papua New Guinea,Provincial capital,PP,18230,7,Less than 50;000
376,Ghanzi,Botswana,Provincial capital,BC,-999,7,Less than 50;000
377,Beira,Mozambique,Provincial capital,MZ,530604,3,500;000 to 999;999
378,Kuala Lipis,Malaysia,Provincial capital,MY,15448,7,Less than 50;000
379,Okahandja,Namibia,Provincial capital,WA,20879,7,Less than 50;000
380,Pusan,South Korea,Provincial capital enclave,KS,3678555,2,1;000;000 to 4;999;999
381,Piggs Peak,Swaziland,Provincial capital,WZ,5750,7,Less than 50;000
382,Gobabis,Namibia,Provincial capital,WA,16321,7,Less than 50;000
383,Madang,Papua New Guinea,Provincial capital,PP,27419,7,Less than 50;000
384,Kuala Lumpur,Malaysia,National and provincial capital,MY,1453975,2,1;000;000 to 4;999;999
385,Swakopmund,Namibia,Provincial capital,WA,25047,7,Less than 50;000
386,Kwangju,South Korea,Provincial capital enclave,KS,1416938,2,1;000;000 to 4;999;999
387,Maputo,Mozambique,National and provincial capital,MZ,1191613,2,1;000;000 to 4;999;999
388,Wabag,Papua New Guinea,Provincial capital,PP,3958,7,Less than 50;000
389,Taegu,South Korea,Provincial capital enclave,KS,2566540,2,1;000;000 to 4;999;999
390,Walvis Bay,Namibia,Other,WA,52058,6,50;000 to 99;999
391,Shah Alam,Malaysia,Provincial capital,MY,481654,4,250;000 to 499;999
392,Kingston,Norfolk I.,National and provincial capital,NF,-999,7,Less than 50;000
393,Wonsan,North Korea,Provincial capital,KN,329207,4,250;000 to 499;999
394,Kuching,Malaysia,Provincial capital,MY,570407,3,500;000 to 999;999
395,Mbabane,Swaziland,National capital,WZ,76218,6,50;000 to 99;999
396,Luderitz,Namibia,Provincial capital,WA,15137,7,Less than 50;000
397,Hastings,New Zealand,Provincial capital,NZ,61696,6,50;000 to 99;999
398,P'yongyang,North Korea,National and provincial capital,KN,3222000,2,1;000;000 to 4;999;999
399,Seremban,Malaysia,Provincial capital,MY,372917,4,250;000 to 499;999
400,Cape Town,South Africa,Provincial capital,SF,3433441,2,1;000;000 to 4;999;999
401,Siteki,Swaziland,Provincial capital,WZ,6152,7,Less than 50;000
402,Wanganui,New Zealand,Provincial capital,NZ,40268,7,Less than 50;000
403,Sariwon,North Korea,Provincial capital,KN,154942,5,100;000 to 249;999
404,Windhoek,Namibia,National and provincial capital,WA,268132,4,250;000 to 499;999
405,Melaka,Malaysia,Provincial capital,MY,180671,5,100;000 to 249;999
406,Manzini,Swaziland,Provincial capital,WZ,110537,5,100;000 to 249;999
407,Rehoboth,Namibia,Provincial capital,WA,21377,7,Less than 50;000
408,Wellington,New Zealand,National and provincial capital,NZ,381900,4,250;000 to 499;999
409,Haeju,North Korea,Provincial capital,KN,222396,5,100;000 to 249;999
410,Mariental,Namibia,Provincial capital,WA,13380,7,Less than 50;000
411,Johor Baharu,Malaysia,Provincial capital,MY,802489,3,500;000 to 999;999
412,Hlatikulu,Swaziland,Provincial capital,WZ,2748,7,Less than 50;000
413,Maltahohe,Namibia,Provincial capital,WA,2329,7,Less than 50;000
414,Rockhampton,Australia,Other,AS,65850,6,50;000 to 99;999
415,Kaesong,North Korea,Provincial capital,KN,338155,4,250;000 to 499;999
416,Pekanbaru,Indonesia,Provincial capital,ID,-999,7,Less than 50;000
417,Port Elizabeth,South Africa,Other,SF,967677,3,500;000 to 999;999
418,Brisbane,Australia,Provincial capital,AS,958504,3,500;000 to 999;999
419,Tsabong,Botswana,Provincial capital,BC,-999,7,Less than 50;000
420,Ch'unch'on,South Korea,Provincial capital,KS,209746,5,100;000 to 249;999
421,Bethanien,Namibia,Provincial capital,WA,10363,7,Less than 50;000
422,Singapore,Singapore,National capital,SN,3547809,2,1;000;000 to 4;999;999
423,Newcastle,Australia,Other,AS,497955,4,250;000 to 499;999
424,Nelspruit,South Africa,Provincial capital,SF,110159,5,100;000 to 249;999
425,Keetmanshoop,Namibia,Provincial capital,WA,15608,7,Less than 50;000
426,Mochudi,Botswana,Provincial capital,BC,-999,7,Less than 50;000
427,Pattani,Thailand,Provincial capital,TH,-999,7,Less than 50;000
428,Inch`on,South Korea,Other,KS,2628000,2,1;000;000 to 4;999;999
429,Karasburg,Namibia,Provincial capital,WA,6054,7,Less than 50;000
430,Molepolole,Botswana,Provincial capital,BC,63248,6,50;000 to 99;999
431,Sydney,Australia,Other,AS,4394576,2,1;000;000 to 4;999;999
432,Yala,Thailand,Provincial capital,TH,93558,6,50;000 to 99;999
433,Bandundu,Congo; DRC,Provincial capital,CG,118211,5,100;000 to 249;999
434,Narathiwat,Thailand,Provincial capital,TH,47771,7,Less than 50;000
435,Ch'ungju,South Korea,Provincial capital,KS,634596,3,500;000 to 999;999
436,Gaborone,Botswana,National capital,BC,208411,5,100;000 to 249;999
437,Adelaide,Australia,Provincial capital,AS,1074159,2,1;000;000 to 4;999;999
438,Kanye,Botswana,Provincial capital,BC,44716,7,Less than 50;000
439,Brazzaville,Congo,National capital,CF,1284609,2,1;000;000 to 4;999;999
440,Kota Baharu,Malaysia,Provincial capital,MY,279316,4,250;000 to 499;999
441,Lobatse,Botswana,Provincial capital,BC,30883,7,Less than 50;000
442,Kinkala,Congo,Provincial capital,CF,13882,7,Less than 50;000
443,Seoul,South Korea,National capital and provincial capital enclave,KS,10349312,1,5;000;000 and greater
444,Svay Rieng,Cambodia,Provincial capital,CB,-999,7,Less than 50;000
445,Canberra,Australia,National and provincial capital,AS,327700,4,250;000 to 499;999
446,Takev,Cambodia,Provincial capital,CB,-999,7,Less than 50;000
447,Johannesburg,South Africa,Provincial capital,SF,2026469,2,1;000;000 to 4;999;999
448,Kananga,Congo; DRC,Provincial capital,CG,463546,4,250;000 to 499;999
449,Changchun,China,Provincial capital,CH,2537421,2,1;000;000 to 4;999;999
450,Melbourne,Australia,Other,AS,3730206,2,1;000;000 to 4;999;999
451,Thu Dau Mot,Vietnam,Provincial capital,VM,-999,7,Less than 50;000
452,Jilin,China,Other,CH,1881977,2,1;000;000 to 4;999;999
453,East London,South Africa,Other,SF,-999,7,Less than 50;000
454,Bien Hoa,Vietnam,Provincial capital,VM,407208,4,250;000 to 499;999
455,Fushun,China,Provincial capital,CH,1400646,2,1;000;000 to 4;999;999
456,Kahemba,Congo; DRC,Other,CG,-999,7,Less than 50;000
457,Hobart,Australia,Provincial capital,AS,47700,7,Less than 50;000
458,Bisho,South Africa,Provincial capital,SF,137287,5,100;000 to 249;999
459,Ho Chi Minh City,Vietnam,Other,VM,3467331,2,1;000;000 to 4;999;999
460,Hyesan,North Korea,Provincial capital,KN,97794,6,50;000 to 99;999
461,Lucapa,Angola,Provincial capital,AO,20115,7,Less than 50;000
462,Mount Hagen,Papua New Guinea,Provincial capital,PP,33623,7,Less than 50;000
463,Kanggye,North Korea,Provincial capital,KN,209530,5,100;000 to 249;999
464,Kampot,Cambodia,Provincial capital,CB,22691,7,Less than 50;000
465,Saurimo,Angola,Provincial capital,AO,40498,7,Less than 50;000
466,MMabatho (Mafikeng),South Africa,Provincial capital,SF,76754,6,50;000 to 99;999
467,Sinuiju,North Korea,Provincial capital,KN,288112,4,250;000 to 499;999
468,Hamhung,North Korea,Provincial capital,KN,559056,3,500;000 to 999;999
469,Kundiawa,Papua New Guinea,Provincial capital,PP,9383,7,Less than 50;000
470,Kinshasa,Congo; DRC,National and provincial capital,CG,7785965,1,5;000;000 and greater
471,Sin-Ni,North Korea,Provincial capital,KN,-999,7,Less than 50;000
472,Goroka,Papua New Guinea,Provincial capital,PP,18503,7,Less than 50;000
473,Matadi,Congo; DRC,Provincial capital,CG,180109,5,100;000 to 249;999
474,Kita Kyushu,Japan,Other,JA,997536,3,500;000 to 999;999
475,Mendi,Papua New Guinea,Provincial capital,PP,26252,7,Less than 50;000
476,Mbanza Congo,Angola,Provincial capital,AO,24220,7,Less than 50;000
477,Fukuoka,Japan,Provincial capital,JA,1392289,2,1;000;000 to 4;999;999
478,Uige,Angola,Provincial capital,AO,60008,6,50;000 to 99;999
479,Kerema,Papua New Guinea,Provincial capital,PP,5646,7,Less than 50;000
480,Caxito,Angola,Provincial capital,AO,28224,7,Less than 50;000
481,Cheju,South Korea,Provincial capital,KS,329068,4,250;000 to 499;999
482,Luanda,Angola,National and provincial capital,AO,2776168,2,1;000;000 to 4;999;999
483,Daru,Papua New Guinea,Provincial capital,PP,15214,7,Less than 50;000
484,Ndalatando,Angola,Provincial capital,AO,-999,7,Less than 50;000
485,Nagasaki,Japan,Other,JA,410204,4,250;000 to 499;999
486,Cairns,Australia,Other,AS,154225,5,100;000 to 249;999
487,Malange,Angola,Provincial capital,AO,87046,6,50;000 to 99;999
488,Naha,Japan,Provincial capital,JA,300795,4,250;000 to 499;999
489,Townsville,Australia,Other,AS,138954,5,100;000 to 249;999
490,Ngunza,Angola,Provincial capital,AO,33277,7,Less than 50;000
491,Kowloon,China,Other,CH,-999,7,Less than 50;000
492,Owando,Congo,Provincial capital,CF,23952,7,Less than 50;000
493,Lorengau,Papua New Guinea,Provincial capital,PP,5806,7,Less than 50;000
494,Hong Kong,China,Other,CH,7012738,1,5;000;000 and greater
495,Kavieng,Papua New Guinea,Provincial capital,PP,14490,7,Less than 50;000
496,Kaulomoutou,Gabon,Provincial capital,GB,-999,7,Less than 50;000
497,Macau,China,Other,CH,520400,3,500;000 to 999;999
498,Masuku,Gabon,Provincial capital,GB,-999,7,Less than 50;000
499,Rabaul,Papua New Guinea,Provincial capital,PP,8074,7,Less than 50;000
500,Djambala,Congo,Provincial capital,CF,9650,7,Less than 50;000
501,Quezon City,Philippines,Other,RP,-999,7,Less than 50;000
502,Sibiti,Congo,Provincial capital,CF,19089,7,Less than 50;000
503,Kimbe,Papua New Guinea,Provincial capital,PP,18847,7,Less than 50;000
504,Madingou,Congo,Provincial capital,CF,22760,7,Less than 50;000
505,Manila,Philippines,National and provincial capital,RP,10444527,1,5;000;000 and greater
506,Arawa,Papua New Guinea,Provincial capital,PP,40266,7,Less than 50;000
507,Loubomo,Congo,Provincial capital,CF,103894,5,100;000 to 249;999
508,Kota Kinabalu,Malaysia,Provincial capital,MY,457326,4,250;000 to 499;999
509,Lae,Papua New Guinea,Provincial capital,PP,76255,6,50;000 to 99;999
510,Pointe Noire,Congo,Other,CF,659084,3,500;000 to 999;999
511,Popondetta,Papua New Guinea,Provincial capital,PP,28198,7,Less than 50;000
512,Bandar Seri Begawan,Brunei,National capital,BX,64409,6,50;000 to 99;999
513,Alotau,Papua New Guinea,Provincial capital,PP,-999,7,Less than 50;000
514,Tiksi,Russia,Other,RS,5700,7,Less than 50;000
515,Uttyakh,Russia,Other,RS,-999,7,Less than 50;000
516,Port Moresby,Papua New Guinea,National capital and provincial capital enclave,PP,283733,4,250;000 to 499;999
517,Chatanga,Russia,Other,RS,-999,7,Less than 50;000
518,Funafuti,Tuvalu,National capital,TV,4749,7,Less than 50;000
519,Ulaanbaatar,Mongolia,National and provincial capital,MG,844818,3,500;000 to 999;999
520,Honiara,Solomon Is.,National capital,BP,56298,6,50;000 to 99;999
521,Dzuunmod,Mongolia,Provincial capital,MG,17738,7,Less than 50;000
522,Port Vila,Vanuatu,National capital,NH,35901,7,Less than 50;000
523,Ondorhaan,Mongolia,Provincial capital,MG,14723,7,Less than 50;000
524,Suva,Fiji,National capital,FJ,77366,6,50;000 to 99;999
525,Tura,Russia,Provincial capital,RS,5444,7,Less than 50;000
526,Noumea,New Caledonia,National and provincial capital,NC,93060,6,50;000 to 99;999
527,Altay,Mongolia,Provincial capital,MG,-999,7,Less than 50;000
528,Yaren,Nauru,National capital,NR,-999,7,Less than 50;000
529,Whangarei,New Zealand,Provincial capital,NZ,50900,6,50;000 to 99;999
530,Auckland,New Zealand,Provincial capital,NZ,417910,4,250;000 to 499;999
531,Tauranga,New Zealand,Provincial capital,NZ,110338,5,100;000 to 249;999
532,Hamilton,New Zealand,Provincial capital,NZ,152641,5,100;000 to 249;999
533,Gisborne,New Zealand,Provincial capital,NZ,34274,7,Less than 50;000
534,New Plymouth,New Zealand,Provincial capital,NZ,49168,7,Less than 50;000
535,Nelson,New Zealand,Provincial capital,NZ,-999,7,Less than 50;000
536,Greymouth,New Zealand,Provincial capital,NZ,9419,7,Less than 50;000
537,Christchurch,New Zealand,Provincial capital,NZ,363926,4,250;000 to 499;999
538,Dunedin,New Zealand,Provincial capital,NZ,114347,5,100;000 to 249;999
539,Invercargill,New Zealand,Provincial capital,NZ,47287,7,Less than 50;000
540,Juba,South Sudan,National and provincial capital,OD,300000,4,250;000 to 499;999
541,Cuiaba,Brazil,Provincial capital,BR,521934,3,500;000 to 999;999
542,Frankfort,United States,Provincial capital,US,16315,7,Less than 50;000
543,Nashville,United States,Provincial capital,US,530852,3,500;000 to 999;999
544,Brasilia,Brazil,National and provincial capital,BR,2207718,2,1;000;000 to 4;999;999
545,Goiania,Brazil,Provincial capital,BR,1171195,2,1;000;000 to 4;999;999
546,Charleston,United States,Provincial capital,US,19399,7,Less than 50;000
547,Campo Grande,Brazil,Provincial capital,BR,729151,3,500;000 to 999;999
548,Charlotte,United States,Other,US,598351,3,500;000 to 999;999
549,Pedro Juan Caballero,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
550,Columbia,United States,Provincial capital,US,33641,7,Less than 50;000
551,Salto del Guaira,Paraguay,Provincial capital,PA,7385,7,Less than 50;000
552,Atlanta,United States,Provincial capital,US,422908,4,250;000 to 499;999
553,Puerto Presidente Stroessner,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
554,Baltimore,United States,Other,US,610892,3,500;000 to 999;999
555,Encarnacion,Paraguay,Provincial capital,PA,74983,6,50;000 to 99;999
556,Dover,United States,Provincial capital,US,18717,7,Less than 50;000
557,Annapolis,United States,Provincial capital,US,36252,7,Less than 50;000
558,Posadas,Argentina,Provincial capital,AR,312060,4,250;000 to 499;999
559,Washington D.C.,United States,National and provincial capital,US,552433,3,500;000 to 999;999
560,Puerto Maldonado,Peru,Provincial capital,PE,37543,7,Less than 50;000
561,Richmond,United States,Provincial capital,US,30697,7,Less than 50;000
562,Cuzco,Peru,Provincial capital,PE,312140,4,250;000 to 499;999
563,Norfolk,United States,Other,US,10386,7,Less than 50;000
564,Abancay,Peru,Provincial capital,PE,55111,6,50;000 to 99;999
565,Raleigh,United States,Provincial capital,US,276093,4,250;000 to 499;999
566,Puno,Peru,Provincial capital,PE,116552,5,100;000 to 249;999
567,Brooklyn,United States,Other,US,11037,7,Less than 50;000
568,Arequipa,Peru,Provincial capital,PE,841130,3,500;000 to 999;999
569,Chester,United States,Other,US,19621,7,Less than 50;000
570,Rochester,United States,Other,US,211354,5,100;000 to 249;999
571,La Paz,Bolivia,National and provincial capital,BL,812799,3,500;000 to 999;999
572,Albany,United States,Provincial capital,US,75794,6,50;000 to 99;999
573,Mata-Utu,Wallis & Futuna,National and provincial capital,WF,-999,7,Less than 50;000
574,Newark,United States,Other,US,280123,4,250;000 to 499;999
575,Apia,Samoa,National capital,WS,40407,7,Less than 50;000
576,New York,United States,Other,US,8008278,1,5;000;000 and greater
577,Harrisburg,United States,Provincial capital,US,47840,7,Less than 50;000
578,Pago Pago,American Samoa,National and provincial capital,AQ,4196,7,Less than 50;000
579,Trenton,United States,Provincial capital,US,84833,6,50;000 to 99;999
580,Papeete,French Polynesia,National and provincial capital,FP,26357,7,Less than 50;000
581,Philadelphia,United States,Other,US,1517550,2,1;000;000 to 4;999;999
582,Alofi,Niue,National and provincial capital,NE,624,7,Less than 50;000
583,Augusta,United States,Provincial capital,US,18560,7,Less than 50;000
584,Nuku' alofa,Tonga,National capital,TN,22400,7,Less than 50;000
585,Montpelier,United States,Provincial capital,US,7828,7,Less than 50;000
586,Avarua,Cook Is.,National and provincial capital,CW,13373,7,Less than 50;000
587,Concord,United States,Provincial capital,US,16810,7,Less than 50;000
588,Adamstown,Pitcairn Is.,National and provincial capital,PC,1281,7,Less than 50;000
589,Boston,United States,Provincial capital,US,589141,3,500;000 to 999;999
590,Tarija,Bolivia,Provincial capital,BL,159269,5,100;000 to 249;999
591,Puerto Aisen,Chile,Provincial capital,CI,-999,7,Less than 50;000
592,Providence,United States,Provincial capital,US,177595,5,100;000 to 249;999
593,Concepcion,Paraguay,Provincial capital,PA,48123,7,Less than 50;000
594,Comodoro Rivadavia,Argentina,Other,AR,140850,5,100;000 to 249;999
595,Hartford,United States,Provincial capital,US,12525,7,Less than 50;000
596,Rio Gallegos,Argentina,Provincial capital,AR,85700,6,50;000 to 99;999
597,Pozo Colorado,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
598,Caracas,Venezuela,National and provincial capital,VE,1815679,2,1;000;000 to 4;999;999
599,Stanley,Falkland Is.,National and provincial capital,FK,2213,7,Less than 50;000
600,San Pedro,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
601,Los Teques,Venezuela,Provincial capital,VE,-999,7,Less than 50;000
602,Punta Arenas,Chile,Other,CI,117430,5,100;000 to 249;999
603,Asuncion,Paraguay,National capital,PA,1482200,2,1;000;000 to 4;999;999
604,Barcelona,Venezuela,Provincial capital,VE,424795,4,250;000 to 499;999
605,Ushuaia,Argentina,Provincial capital,AR,58028,6,50;000 to 99;999
606,Artigas,Uruguay,Provincial capital,UY,41909,7,Less than 50;000
607,San Juan De Los Morros,Venezuela,Provincial capital,VE,87739,6,50;000 to 99;999
608,San Fernando,Chile,Provincial capital,CI,-999,7,Less than 50;000
609,Santa Fe,Argentina,Provincial capital,AR,468632,4,250;000 to 499;999
610,Ciudad Bolivar,Venezuela,Provincial capital,VE,338000,4,250;000 to 499;999
611,Parana,Argentina,Provincial capital,AR,262295,4,250;000 to 499;999
612,Talca,Chile,Provincial capital,CI,197479,5,100;000 to 249;999
613,San Fernado de Apure,Venezuela,Provincial capital,VE,78779,6,50;000 to 99;999
614,Rosario,Argentina,Other,AR,1173533,2,1;000;000 to 4;999;999
615,Concepcion,Chile,Provincial capital,CI,215413,5,100;000 to 249;999
616,Puerto Carreno,Colombia,Provincial capital,CO,10216,7,Less than 50;000
617,La Plata,Argentina,Provincial capital,AR,694167,3,500;000 to 999;999
618,Temuco,Chile,Provincial capital,CI,238129,5,100;000 to 249;999
619,Boa Vista,Brazil,Provincial capital,BR,235150,5,100;000 to 249;999
620,San Jose De Mayo,Uruguay,Provincial capital,UY,36529,7,Less than 50;000
621,Neuquen,Argentina,Provincial capital,AR,242092,5,100;000 to 249;999
622,Puerto La Cruz,Venezuela,Other,VE,370000,4,250;000 to 499;999
623,Colonia del Sacramento,Uruguay,Provincial capital,UY,21714,7,Less than 50;000
624,Puerto Montt,Chile,Provincial capital,CI,160054,5,100;000 to 249;999
625,La Asuncion,Venezuela,Provincial capital,VE,35084,7,Less than 50;000
626,Canelones,Uruguay,Provincial capital,UY,19698,7,Less than 50;000
627,Antofagasta,Chile,Provincial capital,CI,309832,4,250;000 to 499;999
