ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
631,Bahia Blanca,Argentina,Other,AR,276546,4,250;000 to 499;999
632,Cumana,Venezuela,Provincial capital,VE,257783,4,250;000 to 499;999
633,Maturin,Venezuela,Provincial capital,VE,410972,4,250;000 to 499;999
634,La Serena,Chile,Provincial capital,CI,154521,5,100;000 to 249;999
635,Viedma,Argentina,Provincial capital,AR,48940,7,Less than 50;000
636,San Juan,Argentina,Provincial capital,AR,447048,4,250;000 to 499;999
637,Tucupita,Venezuela,Provincial capital,VE,51534,6,50;000 to 99;999
638,Mendoza,Argentina,Provincial capital,AR,876884,3,500;000 to 999;999
639,Rawson,Argentina,Provincial capital,AR,26335,7,Less than 50;000
640,Georgetown,Guyana,National capital,GY,235017,5,100;000 to 249;999
641,Valparaiso,Chile,Provincial capital,CI,282448,4,250;000 to 499;999
642,Buenos Aires,Argentina,National and provincial capital,AR,13076300,1,5;000;000 and greater
643,Nieuw Nickerie,Suriname,Provincial capital,NS,13143,7,Less than 50;000
644,Santiago,Chile,National and provincial capital,CI,4837295,2,1;000;000 to 4;999;999
645,San Salvador De Jujuy,Argentina,Provincial capital,AR,305891,4,250;000 to 499;999
646,Totness,Suriname,Provincial capital,NS,1685,7,Less than 50;000
647,Coquimbo,Chile,Other,CI,161317,5,100;000 to 249;999
648,Salta,Argentina,Provincial capital,AR,512686,3,500;000 to 999;999
649,Road Town,British Virgin Is.,National and provincial capital,VI,8449,7,Less than 50;000
650,Portoviejo,Ecuador,Provincial capital,EC,170326,5,100;000 to 249;999
651,San Miguel De Tucuman,Argentina,Provincial capital,AR,781023,3,500;000 to 999;999
652,San Juan,Puerto Rico,National and provincial capital,RQ,418140,4,250;000 to 499;999
653,Guaranda,Ecuador,Provincial capital,EC,22199,7,Less than 50;000
654,Charlotte Amalie,Virgin Is.,National and provincial capital,VQ,20000,7,Less than 50;000
655,Santiago Del Estero,Argentina,Provincial capital,AR,354692,4,250;000 to 499;999
656,Babahoyo,Ecuador,Provincial capital,EC,76279,6,50;000 to 99;999
657,Catamarca,Argentina,Provincial capital,AR,188812,5,100;000 to 249;999
658,The Valley,Anguilla,National and provincial capital,AV,1378,7,Less than 50;000
659,Guayaquil,Ecuador,Provincial capital,EC,1952029,2,1;000;000 to 4;999;999
660,La Rioja,Argentina,Provincial capital,AR,162620,5,100;000 to 249;999
661,Mayaguez,Puerto Rico,Provincial capital,RQ,78647,6,50;000 to 99;999
662,Cordoba,Argentina,Provincial capital,AR,1428214,2,1;000;000 to 4;999;999
663,Azogues,Ecuador,Provincial capital,EC,34877,7,Less than 50;000
664,San Luis,Argentina,Provincial capital,AR,183982,5,100;000 to 249;999
665,Ponce,Puerto Rico,Provincial capital,RQ,152634,5,100;000 to 249;999
666,Leticia,Colombia,Provincial capital,CO,29666,7,Less than 50;000
667,Caacupe,Paraguay,Provincial capital,PA,21696,7,Less than 50;000
668,Basseterre,St. Kitts & Nevis,National capital,SC,12920,7,Less than 50;000
669,Coronel Oviedo,Paraguay,Provincial capital,PA,51286,6,50;000 to 99;999
670,Rio Branco,Brazil,Provincial capital,BR,257642,4,250;000 to 499;999
671,Paraguari,Paraguay,Provincial capital,PA,10079,7,Less than 50;000
672,Saint John's,Antigua & Barbuda,National capital,AC,24226,7,Less than 50;000
673,Cobija,Bolivia,Provincial capital,BL,26585,7,Less than 50;000
674,Villarrica,Paraguay,Provincial capital,PA,41157,7,Less than 50;000
675,Plymouth,Montserrat,National and provincial capital,MH,-999,7,Less than 50;000
676,Baquerizo Moreno,Ecuador,Provincial capital,EC,-999,7,Less than 50;000
677,Formosa,Argentina,Provincial capital,AR,221383,5,100;000 to 249;999
678,Cul De Sac,St. Lucia,Other,ST,8467,7,Less than 50;000
679,Pilar,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
680,Cuenca,Ecuador,Provincial capital,EC,276964,4,250;000 to 499;999
681,Basse-Terre,Guadeloupe,National and provincial capital,GP,11472,7,Less than 50;000
682,Machala,Ecuador,Provincial capital,EC,198123,5,100;000 to 249;999
683,Resistencia,Argentina,Provincial capital,AR,387158,4,250;000 to 499;999
684,Roseau,Dominica,National capital,DO,16571,7,Less than 50;000
685,Corrientes,Argentina,Provincial capital,AR,339067,4,250;000 to 499;999
686,Tumbes,Peru,Provincial capital,PE,109223,5,100;000 to 249;999
687,Fort-De-France,Martinique,National and provincial capital,MB,89995,6,50;000 to 99;999
688,Ypacarai,Paraguay,Provincial capital,PA,9655,7,Less than 50;000
689,Loja,Ecuador,Provincial capital,EC,117796,5,100;000 to 249;999
690,Caazapa,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
691,Castries,St. Lucia,National capital,ST,-999,7,Less than 50;000
692,Zamora,Ecuador,Provincial capital,EC,15276,7,Less than 50;000
693,Kingstown,St. Vincent & the Grenadines,National capital,VC,24518,7,Less than 50;000
694,Piura,Peru,Provincial capital,PE,325466,4,250;000 to 499;999
695,San Juan Bautista,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
696,Bridgetown,Barbados,National capital,BB,98511,6,50;000 to 99;999
697,Salto,Uruguay,Provincial capital,UY,99823,6,50;000 to 99;999
698,Chiclayo,Peru,Provincial capital,PE,577375,3,500;000 to 999;999
699,Paysandu,Uruguay,Provincial capital,UY,73249,6,50;000 to 99;999
700,Saint George's,Grenada,National capital,GJ,7500,7,Less than 50;000
701,Trujillo,Peru,Provincial capital,PE,747450,3,500;000 to 999;999
702,Fray Bentos,Uruguay,Provincial capital,UY,23279,7,Less than 50;000
703,Onverwacht,Suriname,Provincial capital,NS,2105,7,Less than 50;000
704,Mayobamba,Peru,Provincial capital,PE,-999,7,Less than 50;000
705,Mercedes,Uruguay,Provincial capital,UY,42359,7,Less than 50;000
706,Durazno,Uruguay,Provincial capital,UY,33926,7,Less than 50;000
707,Nieuw Amsterdam,Suriname,Provincial capital,NS,4935,7,Less than 50;000
708,Chachapoyas,Peru,Provincial capital,PE,20279,7,Less than 50;000
709,Trinidad,Uruguay,Provincial capital,UY,21093,7,Less than 50;000
710,Paramaribo,Suriname,National capital and provincial capital enclave,NS,223757,5,100;000 to 249;999
711,Cajamarca,Peru,Provincial capital,PE,135000,5,100;000 to 249;999
712,Groningen,Suriname,Provincial capital,NS,3216,7,Less than 50;000
713,Sao Paulo,Brazil,Provincial capital,BR,10021295,1,5;000;000 and greater
714,Albina,Suriname,Provincial capital,NS,3985,7,Less than 50;000
715,Pucallpa,Peru,Provincial capital,PE,310750,4,250;000 to 499;999
716,Brokopondo,Suriname,Provincial capital,NS,-999,7,Less than 50;000
717,Santos,Brazil,Other,BR,411403,4,250;000 to 499;999
718,Chimbote,Peru,Other,PE,316966,4,250;000 to 499;999
719,Cayenne,French Guiana,National capital,FG,61550,6,50;000 to 99;999
720,Curitiba,Brazil,Provincial capital,BR,1718421,2,1;000;000 to 4;999;999
721,Huaraz,Peru,Provincial capital,PE,86934,6,50;000 to 99;999
722,Macapa,Brazil,Provincial capital,BR,338936,4,250;000 to 499;999
723,Florianopolis,Brazil,Provincial capital,BR,412724,4,250;000 to 499;999
724,Huanuco,Peru,Provincial capital,PE,147959,5,100;000 to 249;999
725,Thule,Greenland,Provincial capital,GL,616,7,Less than 50;000
726,Porto Alegre,Brazil,Provincial capital,BR,1372741,2,1;000;000 to 4;999;999
727,Cerro De Pasco,Peru,Provincial capital,PE,78910,6,50;000 to 99;999
728,Moosonee,Canada,Other,CA,-999,7,Less than 50;000
729,Rivera,Uruguay,Provincial capital,UY,64631,6,50;000 to 99;999
730,Quito,Ecuador,National and provincial capital,EC,1399814,2,1;000;000 to 4;999;999
731,Saint John's,Canada,Provincial capital,CA,-999,7,Less than 50;000
732,Tacuarembo,Uruguay,Provincial capital,UY,51854,6,50;000 to 99;999
733,La Tacunga,Ecuador,Provincial capital,EC,-999,7,Less than 50;000
734,Quebec,Canada,Provincial capital,CA,528595,3,500;000 to 999;999
735,Melo,Uruguay,Provincial capital,UY,51023,6,50;000 to 99;999
736,Tena,Ecuador,Provincial capital,EC,17172,7,Less than 50;000
737,Saint-Pierre,St. Pierre & Miquelon,National and provincial capital,SB,6200,7,Less than 50;000
738,Ambato,Ecuador,Provincial capital,EC,154369,5,100;000 to 249;999
739,Treinta Y Tres,Uruguay,Provincial capital,UY,25653,7,Less than 50;000
740,Montreal,Canada,Other,CA,3268513,2,1;000;000 to 4;999;999
741,Florida,Uruguay,Provincial capital,UY,32234,7,Less than 50;000
742,Puyo,Ecuador,Provincial capital,EC,24881,7,Less than 50;000
743,Fawley,United Kingdom,Other,UK,-999,7,Less than 50;000
744,Minas,Uruguay,Provincial capital,UY,38025,7,Less than 50;000
745,Ottawa,Canada,National capital,CA,812129,3,500;000 to 999;999
746,Riobamba,Ecuador,Provincial capital,EC,124478,5,100;000 to 249;999
747,Rocha,Uruguay,Provincial capital,UY,25515,7,Less than 50;000
748,Maldonado,Uruguay,Provincial capital,UY,55478,6,50;000 to 99;999
749,Belfast,United Kingdom,Provincial capital,UK,274770,4,250;000 to 499;999
750,Macas,Ecuador,Provincial capital,EC,23687,7,Less than 50;000
751,Godhavn,Greenland,Other,GL,-999,7,Less than 50;000
752,Montevideo,Uruguay,National and provincial capital,UY,1270737,2,1;000;000 to 4;999;999
753,Sheffield,United Kingdom,Other,UK,447047,4,250;000 to 499;999
754,Iquitos,Peru,Provincial capital,PE,437620,4,250;000 to 499;999
755,Callao,Peru,Provincial capital,PE,813264,3,500;000 to 999;999
756,Salvador,Brazil,Provincial capital,BR,2711840,2,1;000;000 to 4;999;999
757,Dublin,Ireland,National and provincial capital,EI,1024027,2,1;000;000 to 4;999;999
758,Iqaluit,Canada,Provincial capital,CA,6124,7,Less than 50;000
759,Huancayo,Peru,Provincial capital,PE,376657,4,250;000 to 499;999
760,Jamestown,St. Helena,National and provincial capital,SH,637,7,Less than 50;000
761,Galway,Ireland,Provincial capital,EI,70686,6,50;000 to 99;999
762,Canaport,Canada,Other,CA,-999,7,Less than 50;000
763,Huancavelica,Peru,Provincial capital,PE,41576,7,Less than 50;000
764,Belo Horizonte,Brazil,Provincial capital,BR,2373224,2,1;000;000 to 4;999;999
765,Ayacucho,Peru,Provincial capital,PE,140033,5,100;000 to 249;999
766,Birmingham,United Kingdom,Other,UK,984333,3,500;000 to 999;999
767,Nuuk,Greenland,National and provincial capital,GL,14798,7,Less than 50;000
768,Vitoria,Brazil,Provincial capital,BR,312656,4,250;000 to 499;999
769,Ica,Peru,Provincial capital,PE,246844,5,100;000 to 249;999
770,Cork,Ireland,Provincial capital,EI,188907,5,100;000 to 249;999
771,Sept-Iles,Canada,Other,CA,22582,7,Less than 50;000
772,Rio de Janeiro,Brazil,Other,BR,6023699,1,5;000;000 and greater
773,Niteroi,Brazil,Provincial capital,BR,456456,4,250;000 to 499;999
774,Charlottetown,Canada,Provincial capital,CA,42402,7,Less than 50;000
775,London,United Kingdom,National and provincial capital,UK,7421209,1,5;000;000 and greater
776,Moquegua,Peru,Provincial capital,PE,54517,6,50;000 to 99;999
777,Tacna,Peru,Provincial capital,PE,280098,4,250;000 to 499;999
778,Sao Luis,Brazil,Provincial capital,BR,917237,3,500;000 to 999;999
779,Fredericton,Canada,Provincial capital,CA,52337,6,50;000 to 99;999
780,Hunterston,United Kingdom,Other,UK,-999,7,Less than 50;000
781,Iquique,Chile,Provincial capital,CI,227499,5,100;000 to 249;999
782,Fortaleza,Brazil,Provincial capital,BR,2400000,2,1;000;000 to 4;999;999
783,Schefferville,Canada,Other,CA,-999,7,Less than 50;000
784,Teesport,United Kingdom,Other,UK,-999,7,Less than 50;000
785,Lima,Peru,National and provincial capital,PE,7737002,1,5;000;000 and greater
786,Teresina,Brazil,Provincial capital,BR,744512,3,500;000 to 999;999
787,Saint John,Canada,Other,CA,87857,6,50;000 to 99;999
788,Edinburgh,United Kingdom,Provincial capital,UK,435791,4,250;000 to 499;999
789,Belem,Brazil,Provincial capital,BR,1407737,2,1;000;000 to 4;999;999
790,Natal,Brazil,Provincial capital,BR,763043,3,500;000 to 999;999
791,Goose Bay,Canada,Other,CA,-999,7,Less than 50;000
792,Glasgow,United Kingdom,Other,UK,610268,3,500;000 to 999;999
793,Santarem,Brazil,Other,BR,189047,5,100;000 to 249;999
794,Joao Pessoa,Brazil,Provincial capital,BR,650883,3,500;000 to 999;999
795,Cherbourg,France,Other,FR,26655,7,Less than 50;000
796,Douglas,Isle of Man,National and provincial capital,IM,-999,7,Less than 50;000
797,Manaus,Brazil,Provincial capital,BR,1598210,2,1;000;000 to 4;999;999
798,Recife,Brazil,Provincial capital,BR,1478098,2,1;000;000 to 4;999;999
799,Brest,France,Other,FR,144899,5,100;000 to 249;999
800,Leeds,United Kingdom,Other,UK,455123,4,250;000 to 499;999
801,Porto Velho,Brazil,Provincial capital,BR,306180,4,250;000 to 499;999
802,Maceio,Brazil,Provincial capital,BR,954991,3,500;000 to 999;999
803,Manchester,United Kingdom,Other,UK,395515,4,250;000 to 499;999
804,Scoresbyund,Greenland,Other,GL,-999,7,Less than 50;000
805,Aracaju,Brazil,Provincial capital,BR,490175,4,250;000 to 499;999
806,Palmas,Brazil,Provincial capital,BR,196272,5,100;000 to 249;999
807,Cardiff,United Kingdom,Provincial capital,UK,302139,4,250;000 to 499;999
808,Angmagssalik,Greenland,Other,GL,1829,7,Less than 50;000
809,Liverpool,United Kingdom,Other,UK,468945,4,250;000 to 499;999
810,Galveston,United States,Other,US,56420,6,50;000 to 99;999
811,Mayor Pablo Lagerenza,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
812,St. Peter Port,Guernsey,National and provincial capital,GK,16488,7,Less than 50;000
813,Ponta Delgada,Portugal,Provincial capital,PO,20056,7,Less than 50;000
814,Yellowknife,Canada,Provincial capital,CA,15865,7,Less than 50;000
815,Fuerte Otimpo,Paraguay,Provincial capital,PA,2475,7,Less than 50;000
816,St. Helier,Jersey,National and provincial capital,JE,-999,7,Less than 50;000
817,Mariscal Jose F. Estigarribia,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
818,Juneau,United States,Provincial capital,US,30711,7,Less than 50;000
819,Caen,France,Provincial capital,FR,110624,5,100;000 to 249;999
820,Oviedo,Spain,Provincial capital,SP,211398,5,100;000 to 249;999
821,Trinidad,Bolivia,Provincial capital,BL,84259,6,50;000 to 99;999
822,Jackson,United States,Provincial capital,US,176696,5,100;000 to 249;999
823,Rennes,France,Provincial capital,FR,209375,5,100;000 to 249;999
824,Santiago De Compostela,Spain,Provincial capital,SP,92430,6,50;000 to 99;999
825,Cochabamba,Bolivia,Provincial capital,BL,900414,3,500;000 to 999;999
826,Baton Rouge,United States,Provincial capital,US,223349,5,100;000 to 249;999
827,Viana Do Castelo,Portugal,Provincial capital,PO,15555,7,Less than 50;000
828,Santa Cruz de La Sierra,Bolivia,Other,BL,1364389,2,1;000;000 to 4;999;999
829,Nantes,France,Provincial capital,FR,277269,4,250;000 to 499;999
830,New Orleans,United States,Other,US,484674,4,250;000 to 499;999
831,Oruro,Bolivia,Provincial capital,BL,208684,5,100;000 to 249;999
832,Porto,Portugal,Provincial capital,PO,249633,5,100;000 to 249;999
833,Dundee,United Kingdom,Other,UK,151592,5,100;000 to 249;999
834,Houston,United States,Other,US,2027712,2,1;000;000 to 4;999;999
835,Aveiro,Portugal,Provincial capital,PO,54162,6,50;000 to 99;999
836,Sucre,Bolivia,Provincial capital,BL,224838,5,100;000 to 249;999
837,Torshavn,Faroe Is.,National and provincial capital,FO,13200,7,Less than 50;000
838,Prince Rupert,Canada,Other,CA,14708,7,Less than 50;000
839,Leiria,Portugal,Provincial capital,PO,45112,7,Less than 50;000
840,Potosi,Bolivia,Provincial capital,BL,141251,5,100;000 to 249;999
841,Reykjavik,Iceland,National and provincial capital,IC,113906,5,100;000 to 249;999
842,Fortin Coronel Eugenia Garay,Paraguay,Provincial capital,PA,-999,7,Less than 50;000
843,Fairbanks,United States,Other,US,30224,7,Less than 50;000
844,Praia,Cape Verde,National capital,CV,113364,5,100;000 to 249;999
845,Southampton,United Kingdom,Other,UK,246201,5,100;000 to 249;999
846,Santa Cruz de Tenerife,Spain,Provincial capital,SP,222190,5,100;000 to 249;999
847,Nome,United States,Other,US,3485,7,Less than 50;000
848,Las Palmas,Spain,Other,SP,378495,4,250;000 to 499;999
849,Whitehorse,Canada,Provincial capital,CA,23272,7,Less than 50;000
850,Saint Paul,United States,Provincial capital,US,274792,4,250;000 to 499;999
851,Zaragoza,Spain,Provincial capital,SP,649404,3,500;000 to 999;999
852,Seward,United States,Other,US,2900,7,Less than 50;000
853,Pierre,United States,Provincial capital,US,13879,7,Less than 50;000
854,Minneapolis,United States,Other,US,367773,4,250;000 to 499;999
855,Valencia,Spain,Provincial capital,SP,805304,3,500;000 to 999;999
856,Honolulu,United States,Provincial capital,US,371657,4,250;000 to 499;999
857,Hilo,United States,Other,US,43050,7,Less than 50;000
858,Des Moines,United States,Provincial capital,US,28668,7,Less than 50;000
859,Funchal,Portugal,Provincial capital,PO,100847,5,100;000 to 249;999
860,Nouakchott,Mauritania,National capital,MR,661400,3,500;000 to 999;999
861,Anchorage,United States,Other,US,260283,4,250;000 to 499;999
862,Lincoln,United States,Provincial capital,US,242072,5,100;000 to 249;999
863,Laayoune,Morocco,Other,MO,-999,7,Less than 50;000
864,Louga,Senegal,Provincial capital,SG,-999,7,Less than 50;000
865,Edmonton,Canada,Provincial capital,CA,712391,3,500;000 to 999;999
866,Topeka,United States,Provincial capital,US,121570,5,100;000 to 249;999
867,Fderik,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
868,Rosso,Mauritania,Provincial capital,MR,9923,7,Less than 50;000
869,Calgary,Canada,Other,CA,1019942,2,1;000;000 to 4;999;999
870,Saint Louis,Senegal,Other,SG,-999,7,Less than 50;000
871,Braganca,Portugal,Provincial capital,PO,-999,7,Less than 50;000
872,Oklahoma City,United States,Provincial capital,US,532950,3,500;000 to 999;999
873,Vancouver,Canada,Other,CA,1837969,2,1;000;000 to 4;999;999
874,Diourbel,Senegal,Provincial capital,SG,-999,7,Less than 50;000
875,Fatick,Senegal,Provincial capital,SG,-999,7,Less than 50;000
876,Braga,Portugal,Provincial capital,PO,121394,5,100;000 to 249;999
877,Kaolack,Senegal,Provincial capital,SG,-999,7,Less than 50;000
878,Vila Real,Portugal,Provincial capital,PO,17001,7,Less than 50;000
879,Victoria,Canada,Provincial capital,CA,289625,4,250;000 to 499;999
880,San Diego,United States,Other,US,1223400,2,1;000;000 to 4;999;999
881,Kerewan,The Gambia,Provincial capital,GA,2751,7,Less than 50;000
882,Viseu,Portugal,Provincial capital,PO,26364,7,Less than 50;000
883,Seattle,United States,Other,US,569369,3,500;000 to 999;999
884,Mexicali,Mexico,Provincial capital,MX,597099,3,500;000 to 999;999
885,Guarda,Portugal,Provincial capital,PO,-999,7,Less than 50;000
886,Olympia,United States,Provincial capital,US,44916,7,Less than 50;000
887,Coimbra,Portugal,Provincial capital,PO,106582,5,100;000 to 249;999
888,Banjul,The Gambia,National capital and provincial capital enclave,GA,34589,7,Less than 50;000
889,Boise,United States,Provincial capital,US,145987,5,100;000 to 249;999
890,Portland,United States,Other,US,10638,7,Less than 50;000
891,Oakland,United States,Other,US,399484,4,250;000 to 499;999
892,Bathurst,The Gambia,Provincial capital,GA,34589,7,Less than 50;000
893,Castelo Branco,Portugal,Provincial capital,PO,33479,7,Less than 50;000
894,Inuvik,Canada,Other,CA,3022,7,Less than 50;000
895,Salem,United States,Provincial capital,US,24314,7,Less than 50;000
896,Mansa Konko,The Gambia,Provincial capital,GA,-999,7,Less than 50;000
897,Rabat,Morocco,National and provincial capital,MO,1655753,2,1;000;000 to 4;999;999
898,Portalegre,Portugal,Provincial capital,PO,15581,7,Less than 50;000
899,Bismarck,United States,Provincial capital,US,56706,6,50;000 to 99;999
900,Carson City,United States,Provincial capital,US,57341,6,50;000 to 99;999
901,Santarem,Portugal,Provincial capital,PO,29385,7,Less than 50;000
902,Brikama,The Gambia,Provincial capital,GA,77700,6,50;000 to 99;999
903,Ziguinchor,Senegal,Provincial capital,SG,159778,5,100;000 to 249;999
904,Churchill,Canada,Other,CA,-999,7,Less than 50;000
905,Sacramento,United States,Provincial capital,US,467898,4,250;000 to 499;999
906,Cacheu,Guinea-Bissau,Provincial capital,PU,10490,7,Less than 50;000
907,Merida,Spain,Provincial capital,SP,52423,6,50;000 to 99;999
908,Bolama,Guinea-Bissau,Provincial capital,PU,10769,7,Less than 50;000
909,Saskatoon,Canada,Other,CA,198958,5,100;000 to 249;999
910,San Francisco,United States,Other,US,732072,3,500;000 to 999;999
911,Lisbon,Portugal,National and provincial capital,PO,517802,3,500;000 to 999;999
912,Bissau,Guinea-Bissau,National capital and provincial capital enclave,PU,388028,4,250;000 to 499;999
913,Evora,Portugal,Provincial capital,PO,55620,6,50;000 to 99;999
914,Regina,Canada,Provincial capital,CA,176183,5,100;000 to 249;999
915,San Jose,United States,Other,US,894943,3,500;000 to 999;999
916,Setubal,Portugal,Provincial capital,PO,117110,5,100;000 to 249;999
917,Winnipeg,Canada,Provincial capital,CA,632063,3,500;000 to 999;999
918,Los Angeles,United States,Other,US,3694820,2,1;000;000 to 4;999;999
919,Georgetown,The Gambia,Provincial capital,GA,3584,7,Less than 50;000
920,Helena,United States,Provincial capital,US,27340,7,Less than 50;000
921,Beja,Portugal,Provincial capital,PO,-999,7,Less than 50;000
922,Cheyenne,United States,Provincial capital,US,55443,6,50;000 to 99;999
923,Basse Santa Su,The Gambia,Provincial capital,GA,14380,7,Less than 50;000
924,Seville,Spain,Provincial capital,SP,701894,3,500;000 to 999;999
925,Kingston,Jamaica,National and provincial capital,JM,937700,3,500;000 to 999;999
926,Kolda,Senegal,Provincial capital,SG,58809,6,50;000 to 99;999
927,Faro,Portugal,Provincial capital,PO,41355,7,Less than 50;000
928,Salt Lake City,United States,Provincial capital,US,178026,5,100;000 to 249;999
929,Port Morant,Jamaica,Provincial capital,JM,-999,7,Less than 50;000
930,Farim,Guinea-Bissau,Provincial capital,PU,6792,7,Less than 50;000
931,Bordeaux,France,Provincial capital,FR,231844,5,100;000 to 249;999
932,Denver,United States,Provincial capital,US,554636,3,500;000 to 999;999
933,Fort-Liberte,Haiti,Provincial capital,HA,-999,7,Less than 50;000
934,Gabu,Guinea-Bissau,Provincial capital,PU,14430,7,Less than 50;000
935,Santander,Spain,Provincial capital,SP,183288,5,100;000 to 249;999
936,Kansas City,United States,Other,US,146866,5,100;000 to 249;999
937,Bafata,Guinea-Bissau,Provincial capital,PU,22521,7,Less than 50;000
938,St. Louis,United States,Other,US,320916,4,250;000 to 499;999
939,Dajabon,Dominican Republic,Provincial capital,DR,16398,7,Less than 50;000
940,Pamplona,Spain,Provincial capital,SP,193166,5,100;000 to 249;999
941,Fulacunda,Guinea-Bissau,Provincial capital,PU,-999,7,Less than 50;000
942,Jefferson City,United States,Provincial capital,US,35883,7,Less than 50;000
943,Gonaives,Haiti,Provincial capital,HA,84961,6,50;000 to 99;999
944,Logrono,Spain,Provincial capital,SP,143698,5,100;000 to 249;999
945,Tambacounda,Senegal,Provincial capital,SG,-999,7,Less than 50;000
946,Santa Fe,United States,Provincial capital,US,69205,6,50;000 to 99;999
947,Hinche,Haiti,Provincial capital,HA,18590,7,Less than 50;000
948,Valladolid,Spain,Provincial capital,SP,322304,4,250;000 to 499;999
949,Koundara,Guinea,Provincial capital,GV,13990,7,Less than 50;000
950,Memphis,United States,Other,US,650100,3,500;000 to 999;999
951,Elias Pina,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
952,Madrid,Spain,National and provincial capital,SP,3117977,2,1;000;000 to 4;999;999
953,Little Rock,United States,Provincial capital,US,184217,5,100;000 to 249;999
954,Mali,Guinea,Provincial capital,GV,5479,7,Less than 50;000
955,Port-au-Prince,Haiti,National and provincial capital,HA,1234742,2,1;000;000 to 4;999;999
956,Toledo,Spain,Provincial capital,SP,74632,6,50;000 to 99;999
957,Gaoual,Guinea,Provincial capital,GV,7461,7,Less than 50;000
958,Phoenix,United States,Provincial capital,US,1321045,2,1;000;000 to 4;999;999
959,Tongue,Guinea,Provincial capital,GV,25531,7,Less than 50;000
960,Bilbao,Spain,Other,SP,351409,4,250;000 to 499;999
961,Labe,Guinea,Provincial capital,GV,46510,7,Less than 50;000
962,Jimani,Dominican Republic,Provincial capital,DR,6567,7,Less than 50;000
963,Vitoria,Spain,Provincial capital,SP,224578,5,100;000 to 249;999
964,Ayoun El Atrous,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
965,El Paso,United States,Other,US,563662,3,500;000 to 999;999
966,Melilla,Spain,Provincial capital,SP,67838,6,50;000 to 99;999
967,Nema,Mauritania,Provincial capital,MR,-999,7,Less than 50;000
968,Jacmel,Haiti,Provincial capital,HA,33563,7,Less than 50;000
969,Murcia,Spain,Provincial capital,SP,406807,4,250;000 to 499;999
970,Hermosillo,Mexico,Provincial capital,MX,595811,3,500;000 to 999;999
971,Segou,Mali,Provincial capital,ML,92552,6,50;000 to 99;999
972,Gibraltar,Gibraltar,National and provincial capital,GI,26544,7,Less than 50;000
973,Bamako,Mali,National and provincial capital,ML,1297281,2,1;000;000 to 4;999;999
974,Pedernales,Dominican Republic,Provincial capital,DR,11072,7,Less than 50;000
975,Siguiri,Guinea,Provincial capital,GV,43601,7,Less than 50;000
976,Chihuahua,Mexico,Provincial capital,MX,708267,3,500;000 to 999;999
977,Sikasso,Mali,Provincial capital,ML,144786,5,100;000 to 249;999
978,Fes,Morocco,Provincial capital,MO,964891,3,500;000 to 999;999
979,Mao,Dominican Republic,Provincial capital,DR,48297,7,Less than 50;000
980,Culiacan,Mexico,Provincial capital,MX,582469,3,500;000 to 999;999
981,Dinguiraye,Guinea,Provincial capital,GV,6062,7,Less than 50;000
982,Meknes,Morocco,Provincial capital,MO,545705,3,500;000 to 999;999
983,Timbuktu,Mali,Other,ML,32460,7,Less than 50;000
984,Ceuta,Spain,Provincial capital,SP,75861,6,50;000 to 99;999
985,La Paz,Mexico,Provincial capital,MX,171485,5,100;000 to 249;999
986,Sabaneta,Dominican Republic,Provincial capital,DR,16380,7,Less than 50;000
987,Durango,Mexico,Provincial capital,MX,457140,4,250;000 to 499;999
988,Gao,Mali,Provincial capital,ML,57978,6,50;000 to 99;999
989,Oran,Algeria,Other,AG,645984,3,500;000 to 999;999
990,Mopti,Mali,Provincial capital,ML,108456,5,100;000 to 249;999
991,Santiago,Dominican Republic,Provincial capital,DR,555904,3,500;000 to 999;999
992,Sidi-Bel-Abbes,Algeria,Provincial capital,AG,191769,5,100;000 to 249;999
993,Gorom Gorom,Burkina Faso,Provincial capital,UV,6691,7,Less than 50;000
994,Mazatlan,Mexico,Other,MX,354717,4,250;000 to 499;999
995,Moca,Dominican Republic,Provincial capital,DR,61834,6,50;000 to 99;999
996,Tlemcen,Algeria,Provincial capital,AG,132341,5,100;000 to 249;999
997,Djibo,Burkina Faso,Provincial capital,UV,22223,7,Less than 50;000
998,Zacatecas,Mexico,Provincial capital,MX,118562,5,100;000 to 249;999
999,Salcedo,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1000,Oujda,Morocco,Provincial capital,MO,405253,4,250;000 to 499;999
1001,Tougan,Burkina Faso,Provincial capital,UV,17590,7,Less than 50;000
1002,Dallas,United States,Other,US,13852,7,Less than 50;000
1003,La Vega,Dominican Republic,Provincial capital,DR,-999,7,Less than 50;000
1004,Casablanca,Morocco,Provincial capital,MO,3144909,2,1;000;000 to 4;999;999
1005,Nouna,Burkina Faso,Provincial capital,UV,29048,7,Less than 50;000
1006,Marrakech,Morocco,Provincial capital,MO,839296,3,500;000 to 999;999
